,time_index,time,Fiji_%spatial_extent,New_Caledonia_%spatial_extent,Vanuatu_%spatial_extent,Wallis_and_Futuna_%spatial_extent,Solomon_Islands_%spatial_extent,Tonga_%spatial_extent,Samoa_%spatial_extent,Tuvalu_%spatial_extent,Niue_%spatial_extent,Cook_Islands_%spatial_extent,Tokelau_%spatial_extent,American_Samoa_%spatial_extent
0,1129,1996-02-04,0.0,11.449451887941535,0.0,0.0,16.31405735778091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,112,1993-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8085908063300677,0.0,0.0
0,1130,1996-02-05,0.0,10.109622411693058,0.0,0.0,15.937940761636108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1131,1996-02-06,0.0,8.28258221680877,0.0,0.0,16.361071932299012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1132,1996-02-07,0.0,14.616321559074299,0.0,0.0,16.83121767748002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1133,1996-02-08,0.0,15.347137637028013,0.0,0.0,20.122237893747062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1134,1996-02-09,0.0,13.946406820950061,0.0,0.0,34.367653972731546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1135,1996-02-10,4.13129598189021,1.8270401948842874,0.0,0.0,42.877291960507755,0.0,0.0,2.4242424242424243,0.0,0.0,0.0,0.0
0,1136,1996-02-11,4.357668364459536,3.5322777101096223,0.0,0.0,49.50634696755994,0.0,0.0,3.939393939393939,0.0,0.0,0.0,0.0
0,1137,1996-02-12,4.357668364459536,3.5322777101096223,0.0,0.0,51.76304654442877,0.0,0.0,4.343434343434343,0.0,0.0,0.0,0.0
0,1138,1996-02-13,4.301075268817205,2.0097442143727164,0.0,0.0,53.690644099670905,0.0,0.0,4.444444444444445,0.0,0.0,0.0,0.0
0,1139,1996-02-14,4.357668364459536,1.5225334957369063,0.0,0.0,63.42266102491772,0.0,0.0,4.444444444444445,0.0,0.0,0.0,0.0
0,113,1993-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9216277317256971,0.0,0.0
0,1140,1996-02-15,4.301075268817205,1.5225334957369063,0.0,0.0,63.516690173953926,0.0,0.0,4.444444444444445,0.0,0.0,0.0,0.0
0,1141,1996-02-16,2.9428409734012453,1.705237515225335,0.0,0.0,64.40996708979783,0.0,0.0,3.6363636363636362,0.0,0.0,0.0,0.0
0,1142,1996-02-17,0.0,2.862362971985384,0.0,0.0,63.98683591913493,0.0,0.0,3.6363636363636362,0.0,0.0,0.0,0.0
0,1143,1996-02-18,0.0,2.8014616321559074,0.0,0.0,61.96520921485661,0.0,0.0,0.6060606060606061,0.0,0.0,0.0,0.0
0,1144,1996-02-19,0.0,2.9841656516443362,0.0,0.0,57.40479548660085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1145,1996-02-20,0.0,2.6187576126674785,0.11723329425556857,0.0,56.93464974141984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1146,1996-02-21,0.0,2.3751522533495737,0.4689331770222743,0.0,56.93464974141984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1147,1996-02-22,0.0,16.443361753958587,45.25205158264947,0.0,50.117536436295254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1148,1996-02-23,0.0,33.43483556638246,60.609613130128956,0.0,48.566055477197935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1149,1996-02-24,0.0,34.28745432399513,64.24384525205159,0.0,44.94593323930419,0.0,0.0,0.0,0.0,0.0,0.0,0.0
