,country,latitude,longitude,mean_duration,std_duration,mean_intensity_mean,std_intensity_mean,mean_intensity_var,std_intensity_var,mean_intensity_max,std_intensity_max,mean_intensity_cumulative,std_intensity_cumulative,mean_rate_onset,std_rate_onset,mean_rate_decline,std_rate_decline,mean_total_days,std_total_days,mean_total_icum,std_total_icum,sig_trend_per_decade_count,sig_trend_per_decade_duration,sig_trend_per_decade_intensity_max,sig_trend_per_decade_intensity_max_max,sig_trend_per_decade_intensity_mean,sig_trend_per_decade_intensity_var,sig_trend_per_decade_intensity_cumulative,sig_trend_per_decade_rate_onset,sig_trend_per_decade_rate_decline,sig_trend_per_decade_total_days,sig_trend_per_decade_total_icum,sum_total_days,sum_total_icum,number_of_events,count_trend_per_decade,duration_trend_per_decade,intensity_max_trend_per_decade,intensity_max_max_trend_per_decade,intensity_mean_trend_per_decade,intensity_var_trend_per_decade,intensity_cumulative_trend_per_decade,rate_onset_trend_per_decade,rate_decline_trend_per_decade,total_days_trend_per_decade,total_icum_trend_per_decade,count_mean_per_year,duration_mean_per_year,intensity_mean_mean_per_year,intensity_max_max_mean_per_year,intensity_var_mean_per_year,intensity_cumulative_mean_per_year,rate_onset_mean_per_year,rate_decline_mean_per_year,total_days_mean_per_year,total_icum_mean_per_year
0,New Caledonia,-24.66666603088379,159.6666717529297,14.808219178082192,12.874023732400252,1.2254517103351281,0.2825792821922204,0.17950414760182737,0.1109397784902959,1.547462706959886,0.4789781666724897,18.992483839438766,18.60971270111471,0.140122434684709,0.10047481710724883,0.12529323427403005,0.10247355873038887,34.87096774193548,44.538179827711765,44.72423613803323,52.37030043336061,0,0,0,0,0,0,0,0,0,0,0,1081.0,1386.4513202790301,73,0.6612903225806455,2.902914536812839,-0.07385019281969478,0.09003147975503772,-0.08619696926869616,-0.009231750692308485,3.2216164500367084,-0.03088639086097708,-0.009797804169832343,11.818548387096774,16.115402853575766,2.3548387096774195,13.166798941798945,1.2986676022095744,1.9320207411243082,0.18402831894222127,17.512344629041465,0.1697041533656991,0.1381524238981993,34.87096774193549,44.72423613803323
