,country,latitude,longitude,time,spatial_extent
0,New Caledonia,-19.83333396911621,165.6666717529297,727564,0.0
1,New Caledonia,-19.83333396911621,165.6666717529297,727565,0.0
2,New Caledonia,-19.83333396911621,165.6666717529297,727566,0.0
3,New Caledonia,-19.83333396911621,165.6666717529297,727567,0.0
4,New Caledonia,-19.83333396911621,165.6666717529297,727568,0.0
5,New Caledonia,-19.83333396911621,165.6666717529297,727569,0.0
6,New Caledonia,-19.83333396911621,165.6666717529297,727570,0.0
7,New Caledonia,-19.83333396911621,165.6666717529297,727571,0.0
8,New Caledonia,-19.83333396911621,165.6666717529297,727572,0.0
9,New Caledonia,-19.83333396911621,165.6666717529297,727573,0.0
10,New Caledonia,-19.83333396911621,165.6666717529297,727574,0.0
11,New Caledonia,-19.83333396911621,165.6666717529297,727575,0.0
12,New Caledonia,-19.83333396911621,165.6666717529297,727576,0.0
13,New Caledonia,-19.83333396911621,165.6666717529297,727577,0.0
14,New Caledonia,-19.83333396911621,165.6666717529297,727578,0.0
15,New Caledonia,-19.83333396911621,165.6666717529297,727579,0.0
16,New Caledonia,-19.83333396911621,165.6666717529297,727580,0.0
17,New Caledonia,-19.83333396911621,165.6666717529297,727581,0.0
18,New Caledonia,-19.83333396911621,165.6666717529297,727582,0.0
19,New Caledonia,-19.83333396911621,165.6666717529297,727583,0.0
20,New Caledonia,-19.83333396911621,165.6666717529297,727584,0.0
21,New Caledonia,-19.83333396911621,165.6666717529297,727585,0.0
22,New Caledonia,-19.83333396911621,165.6666717529297,727586,0.0
23,New Caledonia,-19.83333396911621,165.6666717529297,727587,0.0
24,New Caledonia,-19.83333396911621,165.6666717529297,727588,0.0
25,New Caledonia,-19.83333396911621,165.6666717529297,727589,0.0
26,New Caledonia,-19.83333396911621,165.6666717529297,727590,0.0
27,New Caledonia,-19.83333396911621,165.6666717529297,727591,0.0
28,New Caledonia,-19.83333396911621,165.6666717529297,727592,0.0
29,New Caledonia,-19.83333396911621,165.6666717529297,727593,0.0
30,New Caledonia,-19.83333396911621,165.6666717529297,727594,0.0
31,New Caledonia,-19.83333396911621,165.6666717529297,727595,0.0
32,New Caledonia,-19.83333396911621,165.6666717529297,727596,0.0
33,New Caledonia,-19.83333396911621,165.6666717529297,727597,0.0
34,New Caledonia,-19.83333396911621,165.6666717529297,727598,0.0
35,New Caledonia,-19.83333396911621,165.6666717529297,727599,0.0
36,New Caledonia,-19.83333396911621,165.6666717529297,727600,0.0
37,New Caledonia,-19.83333396911621,165.6666717529297,727601,0.0
38,New Caledonia,-19.83333396911621,165.6666717529297,727602,0.0
39,New Caledonia,-19.83333396911621,165.6666717529297,727603,0.0
40,New Caledonia,-19.83333396911621,165.6666717529297,727604,0.0
41,New Caledonia,-19.83333396911621,165.6666717529297,727605,0.0
42,New Caledonia,-19.83333396911621,165.6666717529297,727606,0.0
43,New Caledonia,-19.83333396911621,165.6666717529297,727607,0.0
44,New Caledonia,-19.83333396911621,165.6666717529297,727608,0.0
45,New Caledonia,-19.83333396911621,165.6666717529297,727609,0.0
46,New Caledonia,-19.83333396911621,165.6666717529297,727610,0.0
47,New Caledonia,-19.83333396911621,165.6666717529297,727611,0.0
48,New Caledonia,-19.83333396911621,165.6666717529297,727612,0.0
49,New Caledonia,-19.83333396911621,165.6666717529297,727613,0.0
50,New Caledonia,-19.83333396911621,165.6666717529297,727614,0.0
51,New Caledonia,-19.83333396911621,165.6666717529297,727615,0.0
52,New Caledonia,-19.83333396911621,165.6666717529297,727616,0.0
53,New Caledonia,-19.83333396911621,165.6666717529297,727617,0.0
54,New Caledonia,-19.83333396911621,165.6666717529297,727618,0.0
55,New Caledonia,-19.83333396911621,165.6666717529297,727619,0.0
56,New Caledonia,-19.83333396911621,165.6666717529297,727620,0.0
57,New Caledonia,-19.83333396911621,165.6666717529297,727621,0.0
58,New Caledonia,-19.83333396911621,165.6666717529297,727622,0.0
59,New Caledonia,-19.83333396911621,165.6666717529297,727623,0.0
60,New Caledonia,-19.83333396911621,165.6666717529297,727624,0.0
61,New Caledonia,-19.83333396911621,165.6666717529297,727625,0.0
62,New Caledonia,-19.83333396911621,165.6666717529297,727626,0.0
63,New Caledonia,-19.83333396911621,165.6666717529297,727627,0.0
64,New Caledonia,-19.83333396911621,165.6666717529297,727628,0.0
65,New Caledonia,-19.83333396911621,165.6666717529297,727629,0.0
66,New Caledonia,-19.83333396911621,165.6666717529297,727630,0.0
67,New Caledonia,-19.83333396911621,165.6666717529297,727631,0.0
68,New Caledonia,-19.83333396911621,165.6666717529297,727632,0.0
69,New Caledonia,-19.83333396911621,165.6666717529297,727633,0.0
70,New Caledonia,-19.83333396911621,165.6666717529297,727634,0.0
71,New Caledonia,-19.83333396911621,165.6666717529297,727635,0.0
72,New Caledonia,-19.83333396911621,165.6666717529297,727636,0.0
73,New Caledonia,-19.83333396911621,165.6666717529297,727637,0.0
74,New Caledonia,-19.83333396911621,165.6666717529297,727638,0.0
75,New Caledonia,-19.83333396911621,165.6666717529297,727639,0.0
76,New Caledonia,-19.83333396911621,165.6666717529297,727640,0.0
77,New Caledonia,-19.83333396911621,165.6666717529297,727641,0.0
78,New Caledonia,-19.83333396911621,165.6666717529297,727642,0.0
79,New Caledonia,-19.83333396911621,165.6666717529297,727643,0.0
80,New Caledonia,-19.83333396911621,165.6666717529297,727644,0.0
81,New Caledonia,-19.83333396911621,165.6666717529297,727645,0.0
82,New Caledonia,-19.83333396911621,165.6666717529297,727646,0.0
83,New Caledonia,-19.83333396911621,165.6666717529297,727647,0.0
84,New Caledonia,-19.83333396911621,165.6666717529297,727648,0.0
85,New Caledonia,-19.83333396911621,165.6666717529297,727649,0.0
86,New Caledonia,-19.83333396911621,165.6666717529297,727650,0.0
87,New Caledonia,-19.83333396911621,165.6666717529297,727651,0.0
88,New Caledonia,-19.83333396911621,165.6666717529297,727652,0.0
89,New Caledonia,-19.83333396911621,165.6666717529297,727653,0.0
90,New Caledonia,-19.83333396911621,165.6666717529297,727654,0.0
91,New Caledonia,-19.83333396911621,165.6666717529297,727655,0.0
92,New Caledonia,-19.83333396911621,165.6666717529297,727656,0.0
93,New Caledonia,-19.83333396911621,165.6666717529297,727657,0.0
94,New Caledonia,-19.83333396911621,165.6666717529297,727658,0.0
95,New Caledonia,-19.83333396911621,165.6666717529297,727659,0.0
96,New Caledonia,-19.83333396911621,165.6666717529297,727660,0.0
