,country,latitude,longitude,index_start,index_end,index_peak,date_start,date_end,date_peak,duration,intensity_max,intensity_mean,intensity_cumulative,category,rateonset,ratedecline,reaction_window_days,coping_window_days
0,New Caledonia,-21.08333396911621,165.75,826,832,830,1995-04-07,1995-04-13,1995-04-11,7,1.023929780529393,0.8056451296476729,5.63951590753371,Moderate,0.10030355419309384,0.15266535359044156,4,2
1,New Caledonia,-21.08333396911621,165.75,1054,1059,1058,1995-11-21,1995-11-26,1995-11-25,6,1.337050222581432,1.1858806610107404,7.1152839660644425,Moderate,0.06529250196231355,0.37864845029769495,4,1
2,New Caledonia,-21.08333396911621,165.75,1819,1823,1822,1997-12-25,1997-12-29,1997-12-28,5,1.4873184081046809,1.3177932123984057,6.5889660619920285,Moderate,0.11369409868794175,0.19491667388587905,3,1
3,New Caledonia,-21.08333396911621,165.75,1941,1956,1954,1998-04-26,1998-05-11,1998-05-09,16,0.8005062841599973,0.6724920695827852,10.759873113324563,Moderate,0.017696954870736192,0.07965511198966838,13,2
4,New Caledonia,-21.08333396911621,165.75,1973,2086,2055,1998-05-28,1998-09-18,1998-08-18,114,1.4606961281068855,1.0972665987516699,125.08839225769037,Strong,0.009979491173230574,0.019951233910220252,82,31
5,New Caledonia,-21.08333396911621,165.75,2105,2120,2113,1998-10-07,1998-10-22,1998-10-15,16,1.7615260462607054,1.2306320859539885,19.690113375263817,Strong,0.10880026554925509,0.11851256175707689,8,7
6,New Caledonia,-21.08333396911621,165.75,2125,2132,2130,1998-10-27,1998-11-03,1998-11-01,8,1.382649821619836,1.205622457688857,9.644979661510856,Moderate,0.08543276856721604,0.17271849109280596,5,2
7,New Caledonia,-21.08333396911621,165.75,2198,2207,2203,1999-01-08,1999-01-17,1999-01-13,10,1.466603371404826,1.301464788375359,13.01464788375359,Moderate,0.07633264603153284,0.10507437319738323,5,4
8,New Caledonia,-21.08333396911621,165.75,2265,2297,2287,1999-03-16,1999-04-17,1999-04-07,33,1.5024201177781613,1.012215650675933,33.40311647230579,Strong,0.036464899671547674,0.08487459701327098,22,10
9,New Caledonia,-21.08333396911621,165.75,2308,2312,2310,1999-04-28,1999-05-02,1999-04-30,5,0.8546769542078856,0.7352034661077717,3.6760173305388584,Moderate,0.0993197902556389,0.10127287833921557,2,2
10,New Caledonia,-21.08333396911621,165.75,2987,3014,2997,2001-03-07,2001-04-03,2001-03-17,28,1.167066820206184,0.9486918372492635,26.563371442979378,Moderate,0.03564980502502244,0.030677326044179613,10,17
11,New Caledonia,-21.08333396911621,165.75,3224,3229,3226,2001-10-30,2001-11-04,2001-11-01,6,1.4639009660290156,1.1985460712063716,7.191276427238229,Moderate,0.297136109875094,0.19760704040527446,2,3
12,New Caledonia,-21.08333396911621,165.75,3260,3269,3263,2001-12-05,2001-12-14,2001-12-08,10,2.030991154332316,1.4663531518751576,14.663531518751576,Strong,0.3147977574080351,0.1720431306521892,3,6
13,New Caledonia,-21.08333396911621,165.75,3279,3300,3295,2001-12-24,2002-01-14,2002-01-09,22,1.872469132946378,1.430927371699089,31.480402177379954,Moderate,0.05140754088162185,0.11702137608681924,16,5
14,New Caledonia,-21.08333396911621,165.75,3316,3326,3317,2002-01-30,2002-02-09,2002-01-31,11,1.371495523760391,1.1784689391463372,12.963158330609708,Moderate,0.23780234142016118,0.04432297400586175,1,9
15,New Caledonia,-21.08333396911621,165.75,3451,3456,3456,2002-06-14,2002-06-19,2002-06-19,6,0.7472315757505363,0.6968188234554837,4.180912940732902,Moderate,0.029262827987894854,0.1138287205849906,5,0
16,New Caledonia,-21.08333396911621,165.75,3550,3554,3553,2002-09-21,2002-09-25,2002-09-24,5,0.9458365901823953,0.8790478737123536,4.395239368561768,Moderate,0.055399521155291405,0.08063023064726238,3,1
17,New Caledonia,-21.08333396911621,165.75,3771,3777,3773,2003-04-30,2003-05-06,2003-05-02,7,0.9051832998952563,0.7604464781449138,5.323125347014397,Moderate,0.15330538595876247,0.06585657810224967,2,4
18,New Caledonia,-21.08333396911621,165.75,3788,3799,3792,2003-05-17,2003-05-28,2003-05-21,12,0.9419168041598418,0.7879680254126109,9.45561630495133,Moderate,0.07414767904520876,0.03530473606560894,4,7
19,New Caledonia,-21.08333396911621,165.75,4048,4053,4052,2004-02-01,2004-02-06,2004-02-05,6,1.3218698193950011,1.1647081580213297,6.988248948127978,Moderate,0.07902173414879875,0.18819806909048017,4,1
20,New Caledonia,-21.08333396911621,165.75,4060,4078,4076,2004-02-13,2004-03-02,2004-02-29,19,1.3067703554707144,1.0696000615688288,20.322401169807748,Moderate,0.020893704739716412,0.2013642587969379,16,2
21,New Caledonia,-21.08333396911621,165.75,4414,4419,4416,2005-02-01,2005-02-06,2005-02-03,6,1.2998591392270917,1.1628971304944742,6.9773827829668456,Moderate,0.174810581822549,0.0984990519861993,2,3
22,New Caledonia,-21.08333396911621,165.75,4841,4851,4846,2006-04-04,2006-04-14,2006-04-09,11,1.2493163693335774,0.9584263328932597,10.542689661825857,Strong,0.11138556919489515,0.12869650317776565,5,5
23,New Caledonia,-21.08333396911621,165.75,5370,5374,5373,2007-09-15,2007-09-19,2007-09-18,5,1.3225076121668664,0.9965722976192332,4.982861488096166,Moderate,0.1602264878936635,0.3157420619841555,3,1
24,New Caledonia,-21.08333396911621,165.75,5395,5399,5397,2007-10-10,2007-10-14,2007-10-12,5,1.0961165274343188,0.9512098127795809,4.756049063897905,Moderate,0.17283182451801976,0.14100109223396656,2,2
25,New Caledonia,-21.08333396911621,165.75,5482,5491,5485,2008-01-05,2008-01-14,2008-01-08,10,2.0144543186310813,1.515061883003478,15.15061883003478,Moderate,0.21997134476762728,0.1531178685039216,3,6
26,New Caledonia,-21.08333396911621,165.75,5592,5597,5593,2008-04-24,2008-04-29,2008-04-25,6,0.853323598061845,0.7476551507109003,4.485930904265402,Moderate,0.1996957102129547,0.045124696574331345,1,4
27,New Caledonia,-21.08333396911621,165.75,5794,5814,5807,2008-11-12,2008-12-02,2008-11-25,21,1.6538722745833851,1.2665476059217786,26.597499724357352,Moderate,0.05812302000348866,0.10195287478867314,13,7
