,country,latitude,longitude,time,spatial_extent
0,New Caledonia,-21.75,165.5,727564,0.0
1,New Caledonia,-21.75,165.5,727565,0.0
2,New Caledonia,-21.75,165.5,727566,0.0
3,New Caledonia,-21.75,165.5,727567,0.0
4,New Caledonia,-21.75,165.5,727568,0.0
5,New Caledonia,-21.75,165.5,727569,0.0
6,New Caledonia,-21.75,165.5,727570,0.0
7,New Caledonia,-21.75,165.5,727571,0.0
8,New Caledonia,-21.75,165.5,727572,0.0
9,New Caledonia,-21.75,165.5,727573,0.0
10,New Caledonia,-21.75,165.5,727574,0.0
11,New Caledonia,-21.75,165.5,727575,0.0
12,New Caledonia,-21.75,165.5,727576,0.0
13,New Caledonia,-21.75,165.5,727577,0.0
14,New Caledonia,-21.75,165.5,727578,0.0
15,New Caledonia,-21.75,165.5,727579,0.0
16,New Caledonia,-21.75,165.5,727580,0.0
17,New Caledonia,-21.75,165.5,727581,0.0
18,New Caledonia,-21.75,165.5,727582,0.0
19,New Caledonia,-21.75,165.5,727583,0.0
20,New Caledonia,-21.75,165.5,727584,0.0
21,New Caledonia,-21.75,165.5,727585,0.0
22,New Caledonia,-21.75,165.5,727586,0.0
23,New Caledonia,-21.75,165.5,727587,0.0
24,New Caledonia,-21.75,165.5,727588,0.0
25,New Caledonia,-21.75,165.5,727589,0.0
26,New Caledonia,-21.75,165.5,727590,0.0
27,New Caledonia,-21.75,165.5,727591,0.0
28,New Caledonia,-21.75,165.5,727592,0.0
29,New Caledonia,-21.75,165.5,727593,0.0
30,New Caledonia,-21.75,165.5,727594,0.0
31,New Caledonia,-21.75,165.5,727595,0.0
32,New Caledonia,-21.75,165.5,727596,0.0
33,New Caledonia,-21.75,165.5,727597,0.0
34,New Caledonia,-21.75,165.5,727598,0.0
35,New Caledonia,-21.75,165.5,727599,0.0
36,New Caledonia,-21.75,165.5,727600,0.0
37,New Caledonia,-21.75,165.5,727601,0.0
38,New Caledonia,-21.75,165.5,727602,0.0
39,New Caledonia,-21.75,165.5,727603,0.0
40,New Caledonia,-21.75,165.5,727604,0.0
41,New Caledonia,-21.75,165.5,727605,0.0
42,New Caledonia,-21.75,165.5,727606,0.0
43,New Caledonia,-21.75,165.5,727607,0.0
