,country,latitude,longitude,mean_duration,std_duration,mean_intensity_mean,std_intensity_mean,mean_intensity_var,std_intensity_var,mean_intensity_max,std_intensity_max,mean_intensity_cumulative,std_intensity_cumulative,mean_rate_onset,std_rate_onset,mean_rate_decline,std_rate_decline,mean_total_days,std_total_days,mean_total_icum,std_total_icum,sig_trend_per_decade_count,sig_trend_per_decade_duration,sig_trend_per_decade_intensity_max,sig_trend_per_decade_intensity_max_max,sig_trend_per_decade_intensity_mean,sig_trend_per_decade_intensity_var,sig_trend_per_decade_intensity_cumulative,sig_trend_per_decade_rate_onset,sig_trend_per_decade_rate_decline,sig_trend_per_decade_total_days,sig_trend_per_decade_total_icum,sum_total_days,sum_total_icum,number_of_events,count_trend_per_decade,duration_trend_per_decade,intensity_max_trend_per_decade,intensity_max_max_trend_per_decade,intensity_mean_trend_per_decade,intensity_var_trend_per_decade,intensity_cumulative_trend_per_decade,rate_onset_trend_per_decade,rate_decline_trend_per_decade,total_days_trend_per_decade,total_icum_trend_per_decade,count_mean_per_year,duration_mean_per_year,intensity_mean_mean_per_year,intensity_max_max_mean_per_year,intensity_var_mean_per_year,intensity_cumulative_mean_per_year,rate_onset_mean_per_year,rate_decline_mean_per_year,total_days_mean_per_year,total_icum_mean_per_year
0,New Caledonia,-20.33333396911621,166.0833282470703,16.72151898734177,20.070987295009424,1.1979639359822232,0.24742954714196788,0.17566719134992972,0.09331487523881514,1.4986161103098687,0.42537488676262086,22.20249714545692,33.57235918028823,0.1308679586398847,0.10274879891998956,0.12010730138871449,0.10037002782832034,42.61290322580645,54.00535616606612,56.580557241648286,75.4278110889637,0,0,0,0,0,0,0,0,0,1,1,1321.0,1753.9972744910967,79,0.5120967741935483,2.8108887687038036,-0.02903069534682985,0.0663830530215234,-0.02450081065128743,-0.002857510131997345,4.938755118179281,-0.006130993873786931,-0.0045200718457481,21.766129032258064,34.84146964525212,2.5483870967741935,14.471447028423771,1.1823820687201485,1.722948213678863,0.1616445918078812,18.083619521781852,0.1234109825132323,0.12816332661097585,42.61290322580645,56.580557241648286
