,country,latitude,longitude,index_start,index_end,index_peak,date_start,date_end,date_peak,duration,intensity_max,intensity_mean,intensity_cumulative,category,rateonset,ratedecline,reaction_window_days,coping_window_days
0,New Caledonia,-20.91666603088379,164.25,1040,1044,1042,1995-11-07,1995-11-11,1995-11-09,5,1.3081586899295914,1.165470541677165,5.827352708385824,Moderate,0.1510163337953621,0.1235726879489036,2,2
1,New Caledonia,-20.91666603088379,164.25,1074,1079,1075,1995-12-11,1995-12-16,1995-12-12,6,1.5482986819359574,1.2939087754936658,7.763452652961995,Moderate,0.29424938078849766,0.09843570613519148,1,4
2,New Caledonia,-20.91666603088379,164.25,1147,1165,1156,1996-02-22,1996-03-11,1996-03-02,19,1.537421595665716,1.1270586331145667,21.414114029176766,Moderate,0.049845820169497075,0.08311160270548444,9,9
3,New Caledonia,-20.91666603088379,164.25,1430,1436,1434,1996-12-01,1996-12-07,1996-12-05,7,1.5633306195659031,1.3966567043884552,9.776596930719187,Moderate,0.12647254834465668,0.16315740769909368,4,2
4,New Caledonia,-20.91666603088379,164.25,1804,1823,1819,1997-12-10,1997-12-29,1997-12-25,20,2.0444024608981195,1.790818851224839,35.81637702449678,Moderate,0.06240289392382001,0.16313020986468116,15,4
5,New Caledonia,-20.91666603088379,164.25,1874,1879,1879,1998-02-18,1998-02-23,1998-02-23,6,1.3226866875925403,1.1442181166782195,6.865308700069317,Moderate,0.07252043782790742,0.4404455000354446,5,0
6,New Caledonia,-20.91666603088379,164.25,1937,1974,1952,1998-04-22,1998-05-29,1998-05-07,38,1.4472160954629203,1.0154579952738712,38.587403820407104,Strong,0.04554416684280674,0.037932440371496054,15,22
7,New Caledonia,-20.91666603088379,164.25,1982,1997,1986,1998-06-06,1998-06-21,1998-06-10,16,0.8805139603153371,0.7618222582724778,12.189156132359646,Moderate,0.07501498943588558,0.02910341955669175,4,11
8,New Caledonia,-20.91666603088379,164.25,2006,2087,2084,1998-06-30,1998-09-19,1998-09-16,82,1.631423950195316,0.9679349656183821,79.37066718070733,Strong,0.013819728809777557,0.23769489411384928,78,3
9,New Caledonia,-20.91666603088379,164.25,2092,2098,2095,1998-09-24,1998-09-30,1998-09-27,7,1.2097278718025493,1.0482939355384409,7.338057548769086,Moderate,0.1408633746309777,0.1329757233369183,3,3
10,New Caledonia,-20.91666603088379,164.25,2102,2115,2107,1998-10-04,1998-10-17,1998-10-09,14,2.1427400650516617,1.6398752581688651,22.95825361436411,Strong,0.251683819678521,0.1353279743520312,5,8
11,New Caledonia,-20.91666603088379,164.25,2123,2132,2126,1998-10-25,1998-11-03,1998-10-28,10,2.1200688269830508,1.4896366242439503,14.896366242439502,Strong,0.33331272459249967,0.19164884297486778,3,6
12,New Caledonia,-20.91666603088379,164.25,2198,2206,2202,1999-01-08,1999-01-16,1999-01-12,9,1.8076417369227222,1.4880232452064404,13.392209206857963,Moderate,0.15241815026942973,0.1604715162707914,4,4
13,New Caledonia,-20.91666603088379,164.25,2270,2313,2286,1999-03-21,1999-05-03,1999-04-06,44,1.9722112224948027,1.2801485299364934,56.32653531720571,Strong,0.0660574997858102,0.04471806724749699,16,27
14,New Caledonia,-20.91666603088379,164.25,2989,3006,2999,2001-03-09,2001-03-26,2001-03-19,18,1.5097312927246058,1.2852168425009678,23.13390316501742,Moderate,0.0538184228946898,0.0849716227541684,10,7
15,New Caledonia,-20.91666603088379,164.25,3261,3267,3262,2001-12-06,2001-12-12,2001-12-07,7,2.0121701148248476,1.711812577489333,11.98268804242533,Moderate,0.539355472851824,0.13770075487601055,1,5
16,New Caledonia,-20.91666603088379,164.25,3289,3299,3294,2002-01-03,2002-01-13,2002-01-08,11,2.245962696690711,1.4532638449123496,15.985902294035846,Strong,0.23186802794157205,0.2091792545710143,5,5
