,country,latitude,longitude,index_start,index_end,index_peak,date_start,date_end,date_peak,duration,intensity_max,intensity_mean,intensity_cumulative,category,rateonset,ratedecline,reaction_window_days,coping_window_days
0,New Caledonia,-20.0,158.25,1102,1108,1106,1996-01-08,1996-01-14,1996-01-12,7,1.997976241573209,1.5750181576074016,11.025127103251812,Strong,0.26319568729742293,0.38257203871203843,4,2
1,New Caledonia,-20.0,158.25,1299,1306,1304,1996-07-23,1996-07-30,1996-07-28,8,1.1234767667708816,0.9487415975139961,7.589932780111969,Moderate,0.07650456470478256,0.1834628443564128,5,2
2,New Caledonia,-20.0,158.25,1809,1823,1821,1997-12-15,1997-12-29,1997-12-27,15,1.7583760292299324,1.4442343352943314,21.66351502941497,Moderate,0.05766685239730336,0.33854724514868906,12,2
3,New Caledonia,-20.0,158.25,1867,1875,1868,1998-02-11,1998-02-19,1998-02-12,9,1.0633865479500066,0.9369506699209964,8.432556029288968,Moderate,0.15855155452605274,0.03420699745096248,1,7
4,New Caledonia,-20.0,158.25,1938,1972,1951,1998-04-23,1998-05-27,1998-05-06,35,1.4603862762451207,1.107042277463572,38.74647971122502,Moderate,0.046089277187698646,0.03776348540412706,13,21
5,New Caledonia,-20.0,158.25,1983,1987,1985,1998-06-07,1998-06-11,1998-06-09,5,0.7273990877213024,0.7020601703274657,3.5103008516373286,Moderate,0.028259855701076475,0.031862012801631326,2,2
6,New Caledonia,-20.0,158.25,2008,2021,2012,1998-07-02,1998-07-15,1998-07-06,14,0.8592339177285488,0.7534831042663319,10.548763459728647,Moderate,0.047788688358867404,0.020764517662683123,4,9
7,New Caledonia,-20.0,158.25,2034,2068,2054,1998-07-28,1998-08-31,1998-08-17,35,1.3969578281525585,1.0047398580384124,35.165895031344434,Moderate,0.03651703445110412,0.045939989694630624,20,14
8,New Caledonia,-20.0,158.25,2081,2088,2083,1998-09-13,1998-09-20,1998-09-15,8,1.2402111176521586,0.8811687654064575,7.04935012325166,Moderate,0.20152301173056414,0.10502192701412451,2,5
9,New Caledonia,-20.0,158.25,2104,2114,2107,1998-10-06,1998-10-16,1998-10-09,11,1.607420336815622,1.2142401888223715,13.356642077046086,Moderate,0.2267496311170158,0.09815618453487289,3,7
10,New Caledonia,-20.0,158.25,2122,2131,2126,1998-10-24,1998-11-02,1998-10-28,10,1.8054562230263969,1.2455426800635536,12.455426800635536,Moderate,0.20108554525614547,0.17151814122353864,4,5
11,New Caledonia,-20.0,158.25,2276,2292,2285,1999-03-27,1999-04-12,1999-04-05,17,1.5283336639404332,1.139323536766099,19.368500125023683,Strong,0.07890648509933933,0.11060965343188182,9,7
12,New Caledonia,-20.0,158.25,2999,3008,3003,2001-03-19,2001-03-28,2001-03-23,10,1.1589902447115996,0.9755605266940222,9.755605266940222,Moderate,0.080919040146694,0.06319295486047496,4,5
13,New Caledonia,-20.0,158.25,3224,3228,3227,2001-10-30,2001-11-03,2001-11-02,5,1.482545483496878,1.1739354164369609,5.869677082184804,Moderate,0.24046089242680274,0.5672755702849367,3,1
14,New Caledonia,-20.0,158.25,3279,3291,3289,2001-12-24,2002-01-05,2002-01-03,13,1.5973575345931508,1.339014976255355,17.407194691319614,Moderate,0.05123913086687554,0.24745602761545413,10,2
15,New Caledonia,-20.0,158.25,3317,3328,3325,2002-01-31,2002-02-11,2002-02-08,12,2.025033458586666,1.4402397883835694,17.282877460602833,Strong,0.15037752690758602,0.3635553984048744,8,3
16,New Caledonia,-20.0,158.25,3450,3459,3455,2002-06-13,2002-06-22,2002-06-18,10,1.1999961483863082,0.9374641049292783,9.374641049292784,Moderate,0.09871340776818177,0.12444392925522191,5,4
17,New Caledonia,-20.0,158.25,3463,3474,3466,2002-06-26,2002-07-07,2002-06-29,12,1.0399823342600207,0.8322817433264976,9.987380919917971,Moderate,0.10212479868242903,0.042516433310463536,3,8
18,New Caledonia,-20.0,158.25,4043,4077,4068,2004-01-27,2004-03-01,2004-02-21,35,1.5653734207153285,1.0880613678611386,38.08214787513985,Moderate,0.03102214120747827,0.09085563568995918,25,9
19,New Caledonia,-20.0,158.25,4083,4089,4085,2004-03-07,2004-03-13,2004-03-09,7,1.0857429812031434,0.9491505908526611,6.644054135968627,Moderate,0.11447270301080366,0.0640359010320412,2,4
20,New Caledonia,-20.0,158.25,5484,5490,5487,2008-01-07,2008-01-13,2008-01-10,7,1.6052910589402742,1.269486484439694,8.886405391077858,Moderate,0.16741873042374728,0.18581649674797976,3,3
21,New Caledonia,-20.0,158.25,5683,5714,5697,2008-07-24,2008-08-24,2008-08-07,32,1.4485877252394133,1.0412254506541805,33.319214420933776,Strong,0.048336633718318735,0.044730396534440636,14,17
22,New Caledonia,-20.0,158.25,5795,5812,5807,2008-11-13,2008-11-30,2008-11-25,18,1.6516537820139305,1.3113019013490335,23.6034342242826,Moderate,0.04387369463520741,0.1279184951111028,12,5
23,New Caledonia,-20.0,158.25,5819,5833,5827,2008-12-07,2008-12-21,2008-12-15,15,1.8199653625488281,1.4492065921906507,21.73809888285976,Moderate,0.09625219891600627,0.08944873005225745,8,6
24,New Caledonia,-20.0,158.25,5843,5851,5846,2008-12-31,2009-01-08,2009-01-03,9,1.8282153837142445,1.4362202852857604,12.925982567571843,Moderate,0.19101475131127085,0.15693916813019693,3,5
25,New Caledonia,-20.0,158.25,5907,5920,5914,2009-03-05,2009-03-18,2009-03-12,14,1.2633164621168582,1.0050433571986914,14.070607000781681,Moderate,0.07033777134392807,0.06868067568644093,7,6
26,New Caledonia,-20.0,158.25,5956,5963,5961,2009-04-23,2009-04-30,2009-04-28,8,0.9257364580708192,0.8940218264056816,7.152174611245453,Moderate,0.014231684620429907,0.03051240982547796,5,2
27,New Caledonia,-20.0,158.25,6032,6040,6039,2009-07-08,2009-07-16,2009-07-15,9,0.7985995508009402,0.7353385323691993,6.618046791322794,Moderate,0.021774718581989087,0.08563111418037057,7,1
28,New Caledonia,-20.0,158.25,6272,6276,6272,2010-03-05,2010-03-09,2010-03-05,5,0.990958644497784,0.8728627420240883,4.364313710120442,Moderate,0.20797895616100703,0.049879771406933476,0,4
29,New Caledonia,-20.0,158.25,6357,6375,6364,2010-05-29,2010-06-16,2010-06-05,19,1.1816042007938528,0.9871459112507397,18.755772313764055,Moderate,0.07012513683688226,0.0480281139657341,7,11
