,country,latitude,longitude,index_start,index_end,index_peak,date_start,date_end,date_peak,duration,intensity_max,intensity_mean,intensity_cumulative,category,rateonset,ratedecline,reaction_window_days,coping_window_days
0,New Caledonia,-20.16666603088379,158.5,511,517,512,1994-05-27,1994-06-02,1994-05-28,7,0.7482954455960211,0.711586385278661,4.981104696950627,Moderate,0.023364036313945274,0.027119963749413178,1,5
1,New Caledonia,-20.16666603088379,158.5,1102,1109,1106,1996-01-08,1996-01-15,1996-01-12,8,2.1140987027076044,1.6482280761964896,13.185824609571917,Strong,0.2589575517989407,0.3649673989291579,4,3
2,New Caledonia,-20.16666603088379,158.5,1429,1442,1438,1996-11-30,1996-12-13,1996-12-09,14,1.495348284321448,1.2978848663892617,18.170388129449663,Moderate,0.05440784836463028,0.07741538427209388,9,4
3,New Caledonia,-20.16666603088379,158.5,1804,1823,1821,1997-12-10,1997-12-29,1997-12-27,20,1.6570291826801942,1.3677222897929542,27.354445795859085,Moderate,0.03466757145894854,0.31161256605578913,17,2
4,New Caledonia,-20.16666603088379,158.5,1867,1880,1868,1998-02-11,1998-02-24,1998-02-12,14,1.1497740591726036,0.9904661200562964,13.86652568078815,Moderate,0.16119220692624245,0.03283568351499511,1,12
5,New Caledonia,-20.16666603088379,158.5,1938,1970,1951,1998-04-23,1998-05-25,1998-05-06,33,1.445414143223914,1.1035025476360607,36.415584071990004,Moderate,0.0430173816931573,0.03901768440644086,13,19
6,New Caledonia,-20.16666603088379,158.5,2026,2030,2029,1998-07-20,1998-07-24,1998-07-23,5,0.7101681001724742,0.6840500985422466,3.420250492711233,Moderate,0.02208399443032962,0.04135447676463855,3,1
7,New Caledonia,-20.16666603088379,158.5,2034,2096,2054,1998-07-28,1998-09-28,1998-08-17,63,1.5162549787952067,0.9683614253265342,61.00676979557166,Strong,0.0441413447202236,0.01839291465802705,20,42
8,New Caledonia,-20.16666603088379,158.5,2104,2114,2107,1998-10-06,1998-10-16,1998-10-09,11,1.618743281210623,1.1772043222556028,12.94924754481163,Moderate,0.22964526760962706,0.1052743316978533,3,7
9,New Caledonia,-20.16666603088379,158.5,2123,2131,2126,1998-10-25,1998-11-02,1998-10-28,9,1.6973002033848879,1.1855649913938204,10.670084922544383,Moderate,0.2184466964088827,0.15412817253045608,3,5
10,New Caledonia,-20.16666603088379,158.5,2277,2292,2285,1999-03-28,1999-04-12,1999-04-05,16,1.5440937165291082,1.187886026597794,19.006176425564703,Moderate,0.0689945980991307,0.0939383024810463,8,7
11,New Caledonia,-20.16666603088379,158.5,3001,3005,3003,2001-03-21,2001-03-25,2001-03-23,5,1.0193079671552105,0.9354450841103826,4.677225420551913,Moderate,0.08869452937956765,0.05974267528902999,2,2
