,country,latitude,longitude,time,spatial_extent
0,New Caledonia,-21.5,159.0,727564,0.0
1,New Caledonia,-21.5,159.0,727565,0.0
2,New Caledonia,-21.5,159.0,727566,0.0
3,New Caledonia,-21.5,159.0,727567,0.0
4,New Caledonia,-21.5,159.0,727568,0.0
5,New Caledonia,-21.5,159.0,727569,0.0
6,New Caledonia,-21.5,159.0,727570,0.0
7,New Caledonia,-21.5,159.0,727571,0.0
8,New Caledonia,-21.5,159.0,727572,0.0
9,New Caledonia,-21.5,159.0,727573,0.0
10,New Caledonia,-21.5,159.0,727574,0.0
11,New Caledonia,-21.5,159.0,727575,0.0
12,New Caledonia,-21.5,159.0,727576,0.0
13,New Caledonia,-21.5,159.0,727577,0.0
14,New Caledonia,-21.5,159.0,727578,0.0
15,New Caledonia,-21.5,159.0,727579,0.0
16,New Caledonia,-21.5,159.0,727580,0.0
17,New Caledonia,-21.5,159.0,727581,0.0
18,New Caledonia,-21.5,159.0,727582,0.0
19,New Caledonia,-21.5,159.0,727583,0.0
20,New Caledonia,-21.5,159.0,727584,0.0
21,New Caledonia,-21.5,159.0,727585,0.0
22,New Caledonia,-21.5,159.0,727586,0.0
23,New Caledonia,-21.5,159.0,727587,0.0
24,New Caledonia,-21.5,159.0,727588,0.0
25,New Caledonia,-21.5,159.0,727589,0.0
26,New Caledonia,-21.5,159.0,727590,0.0
27,New Caledonia,-21.5,159.0,727591,0.0
28,New Caledonia,-21.5,159.0,727592,0.0
29,New Caledonia,-21.5,159.0,727593,0.0
30,New Caledonia,-21.5,159.0,727594,0.0
31,New Caledonia,-21.5,159.0,727595,0.0
32,New Caledonia,-21.5,159.0,727596,0.0
33,New Caledonia,-21.5,159.0,727597,0.0
34,New Caledonia,-21.5,159.0,727598,0.0
35,New Caledonia,-21.5,159.0,727599,0.0
36,New Caledonia,-21.5,159.0,727600,0.0
37,New Caledonia,-21.5,159.0,727601,0.0
38,New Caledonia,-21.5,159.0,727602,0.0
39,New Caledonia,-21.5,159.0,727603,0.0
40,New Caledonia,-21.5,159.0,727604,0.0
41,New Caledonia,-21.5,159.0,727605,0.0
42,New Caledonia,-21.5,159.0,727606,0.0
43,New Caledonia,-21.5,159.0,727607,0.0
44,New Caledonia,-21.5,159.0,727608,0.0
45,New Caledonia,-21.5,159.0,727609,0.0
46,New Caledonia,-21.5,159.0,727610,0.0
47,New Caledonia,-21.5,159.0,727611,0.0
48,New Caledonia,-21.5,159.0,727612,0.0
49,New Caledonia,-21.5,159.0,727613,0.0
50,New Caledonia,-21.5,159.0,727614,0.0
51,New Caledonia,-21.5,159.0,727615,0.0
52,New Caledonia,-21.5,159.0,727616,0.0
53,New Caledonia,-21.5,159.0,727617,0.0
54,New Caledonia,-21.5,159.0,727618,0.0
55,New Caledonia,-21.5,159.0,727619,0.0
56,New Caledonia,-21.5,159.0,727620,0.0
57,New Caledonia,-21.5,159.0,727621,0.0
58,New Caledonia,-21.5,159.0,727622,0.0
59,New Caledonia,-21.5,159.0,727623,0.0
60,New Caledonia,-21.5,159.0,727624,0.0
61,New Caledonia,-21.5,159.0,727625,0.0
62,New Caledonia,-21.5,159.0,727626,0.0
63,New Caledonia,-21.5,159.0,727627,0.0
64,New Caledonia,-21.5,159.0,727628,0.0
65,New Caledonia,-21.5,159.0,727629,0.0
66,New Caledonia,-21.5,159.0,727630,0.0
67,New Caledonia,-21.5,159.0,727631,0.0
68,New Caledonia,-21.5,159.0,727632,0.0
69,New Caledonia,-21.5,159.0,727633,0.0
70,New Caledonia,-21.5,159.0,727634,0.0
71,New Caledonia,-21.5,159.0,727635,0.0
72,New Caledonia,-21.5,159.0,727636,0.0
73,New Caledonia,-21.5,159.0,727637,0.0
74,New Caledonia,-21.5,159.0,727638,0.0
75,New Caledonia,-21.5,159.0,727639,0.0
76,New Caledonia,-21.5,159.0,727640,0.0
77,New Caledonia,-21.5,159.0,727641,0.0
78,New Caledonia,-21.5,159.0,727642,0.0
79,New Caledonia,-21.5,159.0,727643,0.0
80,New Caledonia,-21.5,159.0,727644,0.0
81,New Caledonia,-21.5,159.0,727645,0.0
82,New Caledonia,-21.5,159.0,727646,0.0
83,New Caledonia,-21.5,159.0,727647,0.0
84,New Caledonia,-21.5,159.0,727648,0.0
85,New Caledonia,-21.5,159.0,727649,0.0
86,New Caledonia,-21.5,159.0,727650,0.0
87,New Caledonia,-21.5,159.0,727651,0.0
88,New Caledonia,-21.5,159.0,727652,0.0
89,New Caledonia,-21.5,159.0,727653,0.0
90,New Caledonia,-21.5,159.0,727654,0.0
91,New Caledonia,-21.5,159.0,727655,0.0
92,New Caledonia,-21.5,159.0,727656,0.0
93,New Caledonia,-21.5,159.0,727657,0.0
94,New Caledonia,-21.5,159.0,727658,0.0
95,New Caledonia,-21.5,159.0,727659,0.0
96,New Caledonia,-21.5,159.0,727660,0.0
97,New Caledonia,-21.5,159.0,727661,0.0
98,New Caledonia,-21.5,159.0,727662,0.0
99,New Caledonia,-21.5,159.0,727663,0.0
100,New Caledonia,-21.5,159.0,727664,0.0
101,New Caledonia,-21.5,159.0,727665,0.0
102,New Caledonia,-21.5,159.0,727666,0.0
103,New Caledonia,-21.5,159.0,727667,0.0
104,New Caledonia,-21.5,159.0,727668,0.0
105,New Caledonia,-21.5,159.0,727669,0.0
106,New Caledonia,-21.5,159.0,727670,0.0
107,New Caledonia,-21.5,159.0,727671,0.0
108,New Caledonia,-21.5,159.0,727672,0.0
109,New Caledonia,-21.5,159.0,727673,0.0
110,New Caledonia,-21.5,159.0,727674,0.0
111,New Caledonia,-21.5,159.0,727675,0.0
112,New Caledonia,-21.5,159.0,727676,0.0
113,New Caledonia,-21.5,159.0,727677,0.0
114,New Caledonia,-21.5,159.0,727678,0.0
115,New Caledonia,-21.5,159.0,727679,0.0
116,New Caledonia,-21.5,159.0,727680,0.0
117,New Caledonia,-21.5,159.0,727681,0.0
118,New Caledonia,-21.5,159.0,727682,0.0
119,New Caledonia,-21.5,159.0,727683,0.0
120,New Caledonia,-21.5,159.0,727684,0.0
121,New Caledonia,-21.5,159.0,727685,0.0
122,New Caledonia,-21.5,159.0,727686,0.0
123,New Caledonia,-21.5,159.0,727687,0.0
124,New Caledonia,-21.5,159.0,727688,0.0
125,New Caledonia,-21.5,159.0,727689,0.0
126,New Caledonia,-21.5,159.0,727690,0.0
127,New Caledonia,-21.5,159.0,727691,0.0
128,New Caledonia,-21.5,159.0,727692,0.0
129,New Caledonia,-21.5,159.0,727693,0.0
130,New Caledonia,-21.5,159.0,727694,0.0
131,New Caledonia,-21.5,159.0,727695,0.0
132,New Caledonia,-21.5,159.0,727696,0.0
133,New Caledonia,-21.5,159.0,727697,0.0
134,New Caledonia,-21.5,159.0,727698,0.0
135,New Caledonia,-21.5,159.0,727699,0.0
136,New Caledonia,-21.5,159.0,727700,0.0
137,New Caledonia,-21.5,159.0,727701,0.0
138,New Caledonia,-21.5,159.0,727702,0.0
139,New Caledonia,-21.5,159.0,727703,0.0
140,New Caledonia,-21.5,159.0,727704,0.0
141,New Caledonia,-21.5,159.0,727705,0.0
142,New Caledonia,-21.5,159.0,727706,0.0
143,New Caledonia,-21.5,159.0,727707,0.0
144,New Caledonia,-21.5,159.0,727708,0.0
145,New Caledonia,-21.5,159.0,727709,0.0
146,New Caledonia,-21.5,159.0,727710,0.0
147,New Caledonia,-21.5,159.0,727711,0.0
148,New Caledonia,-21.5,159.0,727712,0.0
149,New Caledonia,-21.5,159.0,727713,0.0
150,New Caledonia,-21.5,159.0,727714,0.0
151,New Caledonia,-21.5,159.0,727715,0.0
152,New Caledonia,-21.5,159.0,727716,0.0
153,New Caledonia,-21.5,159.0,727717,0.0
154,New Caledonia,-21.5,159.0,727718,0.0
155,New Caledonia,-21.5,159.0,727719,0.0
156,New Caledonia,-21.5,159.0,727720,0.0
157,New Caledonia,-21.5,159.0,727721,0.0
158,New Caledonia,-21.5,159.0,727722,0.0
159,New Caledonia,-21.5,159.0,727723,0.0
160,New Caledonia,-21.5,159.0,727724,0.0
161,New Caledonia,-21.5,159.0,727725,0.0
162,New Caledonia,-21.5,159.0,727726,0.0
163,New Caledonia,-21.5,159.0,727727,0.0
164,New Caledonia,-21.5,159.0,727728,0.0
165,New Caledonia,-21.5,159.0,727729,0.0
166,New Caledonia,-21.5,159.0,727730,0.0
167,New Caledonia,-21.5,159.0,727731,0.0
168,New Caledonia,-21.5,159.0,727732,0.0
169,New Caledonia,-21.5,159.0,727733,0.0
170,New Caledonia,-21.5,159.0,727734,0.0
171,New Caledonia,-21.5,159.0,727735,0.0
172,New Caledonia,-21.5,159.0,727736,0.0
173,New Caledonia,-21.5,159.0,727737,0.0
174,New Caledonia,-21.5,159.0,727738,0.0
175,New Caledonia,-21.5,159.0,727739,0.0
176,New Caledonia,-21.5,159.0,727740,0.0
177,New Caledonia,-21.5,159.0,727741,0.0
178,New Caledonia,-21.5,159.0,727742,0.0
179,New Caledonia,-21.5,159.0,727743,0.0
180,New Caledonia,-21.5,159.0,727744,0.0
181,New Caledonia,-21.5,159.0,727745,0.0
182,New Caledonia,-21.5,159.0,727746,0.0
183,New Caledonia,-21.5,159.0,727747,0.0
184,New Caledonia,-21.5,159.0,727748,0.0
185,New Caledonia,-21.5,159.0,727749,0.0
186,New Caledonia,-21.5,159.0,727750,0.0
187,New Caledonia,-21.5,159.0,727751,0.0
188,New Caledonia,-21.5,159.0,727752,0.0
189,New Caledonia,-21.5,159.0,727753,0.0
190,New Caledonia,-21.5,159.0,727754,0.0
191,New Caledonia,-21.5,159.0,727755,0.0
192,New Caledonia,-21.5,159.0,727756,0.0
193,New Caledonia,-21.5,159.0,727757,0.0
194,New Caledonia,-21.5,159.0,727758,0.0
195,New Caledonia,-21.5,159.0,727759,0.0
196,New Caledonia,-21.5,159.0,727760,0.0
197,New Caledonia,-21.5,159.0,727761,0.0
198,New Caledonia,-21.5,159.0,727762,0.0
199,New Caledonia,-21.5,159.0,727763,0.0
200,New Caledonia,-21.5,159.0,727764,0.0
201,New Caledonia,-21.5,159.0,727765,0.0
202,New Caledonia,-21.5,159.0,727766,0.0
203,New Caledonia,-21.5,159.0,727767,0.0
204,New Caledonia,-21.5,159.0,727768,0.0
205,New Caledonia,-21.5,159.0,727769,0.0
206,New Caledonia,-21.5,159.0,727770,0.0
207,New Caledonia,-21.5,159.0,727771,0.0
208,New Caledonia,-21.5,159.0,727772,0.0
209,New Caledonia,-21.5,159.0,727773,0.0
210,New Caledonia,-21.5,159.0,727774,0.0
211,New Caledonia,-21.5,159.0,727775,0.0
212,New Caledonia,-21.5,159.0,727776,0.0
213,New Caledonia,-21.5,159.0,727777,0.0
214,New Caledonia,-21.5,159.0,727778,0.0
215,New Caledonia,-21.5,159.0,727779,0.0
216,New Caledonia,-21.5,159.0,727780,0.0
217,New Caledonia,-21.5,159.0,727781,0.0
218,New Caledonia,-21.5,159.0,727782,0.0
219,New Caledonia,-21.5,159.0,727783,0.0
220,New Caledonia,-21.5,159.0,727784,1.0
221,New Caledonia,-21.5,159.0,727785,1.0
222,New Caledonia,-21.5,159.0,727786,1.0
223,New Caledonia,-21.5,159.0,727787,1.0
224,New Caledonia,-21.5,159.0,727788,0.0
225,New Caledonia,-21.5,159.0,727789,0.0
226,New Caledonia,-21.5,159.0,727790,0.0
227,New Caledonia,-21.5,159.0,727791,0.0
228,New Caledonia,-21.5,159.0,727792,0.0
229,New Caledonia,-21.5,159.0,727793,0.0
230,New Caledonia,-21.5,159.0,727794,0.0
231,New Caledonia,-21.5,159.0,727795,0.0
232,New Caledonia,-21.5,159.0,727796,0.0
233,New Caledonia,-21.5,159.0,727797,0.0
234,New Caledonia,-21.5,159.0,727798,0.0
235,New Caledonia,-21.5,159.0,727799,0.0
236,New Caledonia,-21.5,159.0,727800,0.0
237,New Caledonia,-21.5,159.0,727801,0.0
238,New Caledonia,-21.5,159.0,727802,0.0
239,New Caledonia,-21.5,159.0,727803,0.0
240,New Caledonia,-21.5,159.0,727804,0.0
241,New Caledonia,-21.5,159.0,727805,0.0
242,New Caledonia,-21.5,159.0,727806,0.0
243,New Caledonia,-21.5,159.0,727807,0.0
244,New Caledonia,-21.5,159.0,727808,0.0
245,New Caledonia,-21.5,159.0,727809,0.0
246,New Caledonia,-21.5,159.0,727810,0.0
247,New Caledonia,-21.5,159.0,727811,0.0
248,New Caledonia,-21.5,159.0,727812,0.0
249,New Caledonia,-21.5,159.0,727813,0.0
250,New Caledonia,-21.5,159.0,727814,0.0
251,New Caledonia,-21.5,159.0,727815,0.0
252,New Caledonia,-21.5,159.0,727816,0.0
253,New Caledonia,-21.5,159.0,727817,0.0
254,New Caledonia,-21.5,159.0,727818,0.0
255,New Caledonia,-21.5,159.0,727819,0.0
256,New Caledonia,-21.5,159.0,727820,0.0
257,New Caledonia,-21.5,159.0,727821,0.0
258,New Caledonia,-21.5,159.0,727822,0.0
259,New Caledonia,-21.5,159.0,727823,0.0
260,New Caledonia,-21.5,159.0,727824,0.0
261,New Caledonia,-21.5,159.0,727825,0.0
262,New Caledonia,-21.5,159.0,727826,0.0
263,New Caledonia,-21.5,159.0,727827,0.0
264,New Caledonia,-21.5,159.0,727828,0.0
265,New Caledonia,-21.5,159.0,727829,0.0
266,New Caledonia,-21.5,159.0,727830,0.0
267,New Caledonia,-21.5,159.0,727831,0.0
268,New Caledonia,-21.5,159.0,727832,0.0
269,New Caledonia,-21.5,159.0,727833,0.0
270,New Caledonia,-21.5,159.0,727834,0.0
271,New Caledonia,-21.5,159.0,727835,0.0
272,New Caledonia,-21.5,159.0,727836,0.0
273,New Caledonia,-21.5,159.0,727837,0.0
274,New Caledonia,-21.5,159.0,727838,0.0
275,New Caledonia,-21.5,159.0,727839,0.0
276,New Caledonia,-21.5,159.0,727840,0.0
277,New Caledonia,-21.5,159.0,727841,0.0
278,New Caledonia,-21.5,159.0,727842,0.0
279,New Caledonia,-21.5,159.0,727843,0.0
280,New Caledonia,-21.5,159.0,727844,0.0
281,New Caledonia,-21.5,159.0,727845,0.0
282,New Caledonia,-21.5,159.0,727846,0.0
283,New Caledonia,-21.5,159.0,727847,0.0
284,New Caledonia,-21.5,159.0,727848,0.0
285,New Caledonia,-21.5,159.0,727849,0.0
286,New Caledonia,-21.5,159.0,727850,0.0
287,New Caledonia,-21.5,159.0,727851,0.0
288,New Caledonia,-21.5,159.0,727852,0.0
289,New Caledonia,-21.5,159.0,727853,0.0
290,New Caledonia,-21.5,159.0,727854,0.0
291,New Caledonia,-21.5,159.0,727855,0.0
292,New Caledonia,-21.5,159.0,727856,0.0
293,New Caledonia,-21.5,159.0,727857,0.0
294,New Caledonia,-21.5,159.0,727858,0.0
295,New Caledonia,-21.5,159.0,727859,0.0
296,New Caledonia,-21.5,159.0,727860,0.0
297,New Caledonia,-21.5,159.0,727861,0.0
298,New Caledonia,-21.5,159.0,727862,0.0
299,New Caledonia,-21.5,159.0,727863,0.0
300,New Caledonia,-21.5,159.0,727864,0.0
301,New Caledonia,-21.5,159.0,727865,0.0
302,New Caledonia,-21.5,159.0,727866,0.0
303,New Caledonia,-21.5,159.0,727867,0.0
304,New Caledonia,-21.5,159.0,727868,0.0
305,New Caledonia,-21.5,159.0,727869,0.0
306,New Caledonia,-21.5,159.0,727870,0.0
307,New Caledonia,-21.5,159.0,727871,0.0
308,New Caledonia,-21.5,159.0,727872,0.0
309,New Caledonia,-21.5,159.0,727873,0.0
310,New Caledonia,-21.5,159.0,727874,0.0
311,New Caledonia,-21.5,159.0,727875,0.0
312,New Caledonia,-21.5,159.0,727876,0.0
313,New Caledonia,-21.5,159.0,727877,0.0
314,New Caledonia,-21.5,159.0,727878,0.0
315,New Caledonia,-21.5,159.0,727879,0.0
316,New Caledonia,-21.5,159.0,727880,0.0
317,New Caledonia,-21.5,159.0,727881,0.0
318,New Caledonia,-21.5,159.0,727882,0.0
319,New Caledonia,-21.5,159.0,727883,0.0
320,New Caledonia,-21.5,159.0,727884,0.0
321,New Caledonia,-21.5,159.0,727885,0.0
322,New Caledonia,-21.5,159.0,727886,0.0
323,New Caledonia,-21.5,159.0,727887,0.0
324,New Caledonia,-21.5,159.0,727888,0.0
325,New Caledonia,-21.5,159.0,727889,0.0
326,New Caledonia,-21.5,159.0,727890,0.0
327,New Caledonia,-21.5,159.0,727891,0.0
328,New Caledonia,-21.5,159.0,727892,0.0
329,New Caledonia,-21.5,159.0,727893,0.0
330,New Caledonia,-21.5,159.0,727894,0.0
331,New Caledonia,-21.5,159.0,727895,0.0
332,New Caledonia,-21.5,159.0,727896,0.0
333,New Caledonia,-21.5,159.0,727897,0.0
334,New Caledonia,-21.5,159.0,727898,0.0
335,New Caledonia,-21.5,159.0,727899,0.0
336,New Caledonia,-21.5,159.0,727900,0.0
337,New Caledonia,-21.5,159.0,727901,0.0
338,New Caledonia,-21.5,159.0,727902,0.0
339,New Caledonia,-21.5,159.0,727903,0.0
340,New Caledonia,-21.5,159.0,727904,0.0
341,New Caledonia,-21.5,159.0,727905,0.0
342,New Caledonia,-21.5,159.0,727906,0.0
343,New Caledonia,-21.5,159.0,727907,0.0
344,New Caledonia,-21.5,159.0,727908,0.0
345,New Caledonia,-21.5,159.0,727909,0.0
346,New Caledonia,-21.5,159.0,727910,0.0
347,New Caledonia,-21.5,159.0,727911,0.0
348,New Caledonia,-21.5,159.0,727912,0.0
349,New Caledonia,-21.5,159.0,727913,0.0
350,New Caledonia,-21.5,159.0,727914,0.0
351,New Caledonia,-21.5,159.0,727915,0.0
352,New Caledonia,-21.5,159.0,727916,0.0
353,New Caledonia,-21.5,159.0,727917,0.0
354,New Caledonia,-21.5,159.0,727918,0.0
355,New Caledonia,-21.5,159.0,727919,0.0
356,New Caledonia,-21.5,159.0,727920,0.0
357,New Caledonia,-21.5,159.0,727921,0.0
358,New Caledonia,-21.5,159.0,727922,0.0
359,New Caledonia,-21.5,159.0,727923,0.0
360,New Caledonia,-21.5,159.0,727924,0.0
361,New Caledonia,-21.5,159.0,727925,0.0
362,New Caledonia,-21.5,159.0,727926,0.0
