,country,latitude,longitude,time,spatial_extent
0,New Caledonia,-19.25,159.75,727564,0.0
1,New Caledonia,-19.25,159.75,727565,0.0
2,New Caledonia,-19.25,159.75,727566,0.0
3,New Caledonia,-19.25,159.75,727567,0.0
4,New Caledonia,-19.25,159.75,727568,0.0
5,New Caledonia,-19.25,159.75,727569,0.0
6,New Caledonia,-19.25,159.75,727570,0.0
7,New Caledonia,-19.25,159.75,727571,0.0
8,New Caledonia,-19.25,159.75,727572,0.0
9,New Caledonia,-19.25,159.75,727573,0.0
10,New Caledonia,-19.25,159.75,727574,0.0
11,New Caledonia,-19.25,159.75,727575,0.0
12,New Caledonia,-19.25,159.75,727576,0.0
13,New Caledonia,-19.25,159.75,727577,0.0
14,New Caledonia,-19.25,159.75,727578,0.0
15,New Caledonia,-19.25,159.75,727579,0.0
16,New Caledonia,-19.25,159.75,727580,0.0
17,New Caledonia,-19.25,159.75,727581,0.0
18,New Caledonia,-19.25,159.75,727582,0.0
19,New Caledonia,-19.25,159.75,727583,0.0
20,New Caledonia,-19.25,159.75,727584,0.0
21,New Caledonia,-19.25,159.75,727585,0.0
22,New Caledonia,-19.25,159.75,727586,0.0
23,New Caledonia,-19.25,159.75,727587,0.0
24,New Caledonia,-19.25,159.75,727588,0.0
25,New Caledonia,-19.25,159.75,727589,0.0
26,New Caledonia,-19.25,159.75,727590,0.0
27,New Caledonia,-19.25,159.75,727591,0.0
28,New Caledonia,-19.25,159.75,727592,0.0
29,New Caledonia,-19.25,159.75,727593,0.0
30,New Caledonia,-19.25,159.75,727594,0.0
31,New Caledonia,-19.25,159.75,727595,0.0
32,New Caledonia,-19.25,159.75,727596,0.0
33,New Caledonia,-19.25,159.75,727597,0.0
34,New Caledonia,-19.25,159.75,727598,0.0
35,New Caledonia,-19.25,159.75,727599,0.0
36,New Caledonia,-19.25,159.75,727600,0.0
37,New Caledonia,-19.25,159.75,727601,0.0
38,New Caledonia,-19.25,159.75,727602,0.0
39,New Caledonia,-19.25,159.75,727603,0.0
40,New Caledonia,-19.25,159.75,727604,0.0
41,New Caledonia,-19.25,159.75,727605,0.0
42,New Caledonia,-19.25,159.75,727606,0.0
43,New Caledonia,-19.25,159.75,727607,0.0
44,New Caledonia,-19.25,159.75,727608,0.0
45,New Caledonia,-19.25,159.75,727609,0.0
46,New Caledonia,-19.25,159.75,727610,0.0
47,New Caledonia,-19.25,159.75,727611,0.0
48,New Caledonia,-19.25,159.75,727612,0.0
49,New Caledonia,-19.25,159.75,727613,0.0
50,New Caledonia,-19.25,159.75,727614,0.0
51,New Caledonia,-19.25,159.75,727615,0.0
52,New Caledonia,-19.25,159.75,727616,0.0
53,New Caledonia,-19.25,159.75,727617,0.0
54,New Caledonia,-19.25,159.75,727618,0.0
55,New Caledonia,-19.25,159.75,727619,0.0
56,New Caledonia,-19.25,159.75,727620,0.0
57,New Caledonia,-19.25,159.75,727621,0.0
58,New Caledonia,-19.25,159.75,727622,0.0
59,New Caledonia,-19.25,159.75,727623,0.0
60,New Caledonia,-19.25,159.75,727624,0.0
61,New Caledonia,-19.25,159.75,727625,0.0
62,New Caledonia,-19.25,159.75,727626,0.0
63,New Caledonia,-19.25,159.75,727627,0.0
64,New Caledonia,-19.25,159.75,727628,0.0
65,New Caledonia,-19.25,159.75,727629,0.0
66,New Caledonia,-19.25,159.75,727630,0.0
67,New Caledonia,-19.25,159.75,727631,0.0
68,New Caledonia,-19.25,159.75,727632,0.0
69,New Caledonia,-19.25,159.75,727633,0.0
70,New Caledonia,-19.25,159.75,727634,0.0
71,New Caledonia,-19.25,159.75,727635,0.0
72,New Caledonia,-19.25,159.75,727636,0.0
73,New Caledonia,-19.25,159.75,727637,0.0
74,New Caledonia,-19.25,159.75,727638,0.0
75,New Caledonia,-19.25,159.75,727639,0.0
76,New Caledonia,-19.25,159.75,727640,0.0
77,New Caledonia,-19.25,159.75,727641,0.0
78,New Caledonia,-19.25,159.75,727642,0.0
79,New Caledonia,-19.25,159.75,727643,0.0
80,New Caledonia,-19.25,159.75,727644,0.0
81,New Caledonia,-19.25,159.75,727645,0.0
82,New Caledonia,-19.25,159.75,727646,0.0
83,New Caledonia,-19.25,159.75,727647,0.0
84,New Caledonia,-19.25,159.75,727648,0.0
85,New Caledonia,-19.25,159.75,727649,0.0
86,New Caledonia,-19.25,159.75,727650,0.0
87,New Caledonia,-19.25,159.75,727651,0.0
88,New Caledonia,-19.25,159.75,727652,0.0
89,New Caledonia,-19.25,159.75,727653,0.0
90,New Caledonia,-19.25,159.75,727654,0.0
91,New Caledonia,-19.25,159.75,727655,0.0
92,New Caledonia,-19.25,159.75,727656,0.0
93,New Caledonia,-19.25,159.75,727657,0.0
94,New Caledonia,-19.25,159.75,727658,0.0
95,New Caledonia,-19.25,159.75,727659,0.0
96,New Caledonia,-19.25,159.75,727660,0.0
97,New Caledonia,-19.25,159.75,727661,0.0
98,New Caledonia,-19.25,159.75,727662,0.0
99,New Caledonia,-19.25,159.75,727663,0.0
100,New Caledonia,-19.25,159.75,727664,0.0
101,New Caledonia,-19.25,159.75,727665,0.0
102,New Caledonia,-19.25,159.75,727666,0.0
103,New Caledonia,-19.25,159.75,727667,0.0
104,New Caledonia,-19.25,159.75,727668,0.0
105,New Caledonia,-19.25,159.75,727669,0.0
106,New Caledonia,-19.25,159.75,727670,0.0
107,New Caledonia,-19.25,159.75,727671,0.0
108,New Caledonia,-19.25,159.75,727672,0.0
109,New Caledonia,-19.25,159.75,727673,0.0
110,New Caledonia,-19.25,159.75,727674,0.0
111,New Caledonia,-19.25,159.75,727675,0.0
112,New Caledonia,-19.25,159.75,727676,0.0
113,New Caledonia,-19.25,159.75,727677,0.0
114,New Caledonia,-19.25,159.75,727678,0.0
115,New Caledonia,-19.25,159.75,727679,0.0
116,New Caledonia,-19.25,159.75,727680,0.0
117,New Caledonia,-19.25,159.75,727681,0.0
118,New Caledonia,-19.25,159.75,727682,0.0
119,New Caledonia,-19.25,159.75,727683,0.0
120,New Caledonia,-19.25,159.75,727684,0.0
121,New Caledonia,-19.25,159.75,727685,0.0
122,New Caledonia,-19.25,159.75,727686,0.0
123,New Caledonia,-19.25,159.75,727687,0.0
124,New Caledonia,-19.25,159.75,727688,0.0
125,New Caledonia,-19.25,159.75,727689,0.0
126,New Caledonia,-19.25,159.75,727690,0.0
127,New Caledonia,-19.25,159.75,727691,0.0
128,New Caledonia,-19.25,159.75,727692,0.0
129,New Caledonia,-19.25,159.75,727693,0.0
130,New Caledonia,-19.25,159.75,727694,0.0
131,New Caledonia,-19.25,159.75,727695,0.0
132,New Caledonia,-19.25,159.75,727696,0.0
133,New Caledonia,-19.25,159.75,727697,0.0
134,New Caledonia,-19.25,159.75,727698,0.0
135,New Caledonia,-19.25,159.75,727699,0.0
136,New Caledonia,-19.25,159.75,727700,0.0
137,New Caledonia,-19.25,159.75,727701,0.0
138,New Caledonia,-19.25,159.75,727702,0.0
139,New Caledonia,-19.25,159.75,727703,0.0
140,New Caledonia,-19.25,159.75,727704,0.0
141,New Caledonia,-19.25,159.75,727705,0.0
142,New Caledonia,-19.25,159.75,727706,0.0
143,New Caledonia,-19.25,159.75,727707,0.0
144,New Caledonia,-19.25,159.75,727708,0.0
145,New Caledonia,-19.25,159.75,727709,0.0
146,New Caledonia,-19.25,159.75,727710,0.0
147,New Caledonia,-19.25,159.75,727711,0.0
148,New Caledonia,-19.25,159.75,727712,0.0
149,New Caledonia,-19.25,159.75,727713,0.0
150,New Caledonia,-19.25,159.75,727714,0.0
151,New Caledonia,-19.25,159.75,727715,0.0
152,New Caledonia,-19.25,159.75,727716,0.0
153,New Caledonia,-19.25,159.75,727717,0.0
154,New Caledonia,-19.25,159.75,727718,0.0
155,New Caledonia,-19.25,159.75,727719,0.0
156,New Caledonia,-19.25,159.75,727720,0.0
157,New Caledonia,-19.25,159.75,727721,0.0
158,New Caledonia,-19.25,159.75,727722,0.0
159,New Caledonia,-19.25,159.75,727723,0.0
160,New Caledonia,-19.25,159.75,727724,0.0
161,New Caledonia,-19.25,159.75,727725,0.0
162,New Caledonia,-19.25,159.75,727726,0.0
163,New Caledonia,-19.25,159.75,727727,0.0
164,New Caledonia,-19.25,159.75,727728,0.0
165,New Caledonia,-19.25,159.75,727729,0.0
166,New Caledonia,-19.25,159.75,727730,0.0
