latitude,longitude,coastal_200m_more_depth,geometry,Country
-25.16666603088379,159.9166717529297,1,POINT (159.9166717529297 -25.16666603088379),New Caledonia
-25.08333396911621,159.9166717529297,1,POINT (159.9166717529297 -25.08333396911621),New Caledonia
-25.08333396911621,159.8333282470703,1,POINT (159.8333282470703 -25.08333396911621),New Caledonia
-25.16666603088379,159.4166717529297,1,POINT (159.4166717529297 -25.16666603088379),New Caledonia
-25.08333396911621,159.4166717529297,1,POINT (159.4166717529297 -25.08333396911621),New Caledonia
-25.0,159.9166717529297,1,POINT (159.9166717529297 -25),New Caledonia
-24.91666603088379,159.75,1,POINT (159.75 -24.91666603088379),New Caledonia
-24.91666603088379,159.8333282470703,1,POINT (159.8333282470703 -24.91666603088379),New Caledonia
-24.91666603088379,159.9166717529297,1,POINT (159.9166717529297 -24.91666603088379),New Caledonia
-25.0,159.4166717529297,1,POINT (159.4166717529297 -25),New Caledonia
-25.0,159.5,1,POINT (159.5 -25),New Caledonia
-24.91666603088379,159.4166717529297,1,POINT (159.4166717529297 -24.91666603088379),New Caledonia
-24.83333396911621,159.5,1,POINT (159.5 -24.83333396911621),New Caledonia
-24.83333396911621,159.4166717529297,1,POINT (159.4166717529297 -24.83333396911621),New Caledonia
-24.75,159.4166717529297,1,POINT (159.4166717529297 -24.75),New Caledonia
-24.58333396911621,159.5,1,POINT (159.5 -24.58333396911621),New Caledonia
-24.25,159.5,1,POINT (159.5 -24.25),New Caledonia
-24.25,159.4166717529297,1,POINT (159.4166717529297 -24.25),New Caledonia
-24.25,159.3333282470703,1,POINT (159.3333282470703 -24.25),New Caledonia
-24.16666603088379,159.3333282470703,1,POINT (159.3333282470703 -24.16666603088379),New Caledonia
-24.83333396911621,159.75,1,POINT (159.75 -24.83333396911621),New Caledonia
-24.75,159.75,1,POINT (159.75 -24.75),New Caledonia
-24.75,159.6666717529297,1,POINT (159.6666717529297 -24.75),New Caledonia
-24.66666603088379,159.6666717529297,1,POINT (159.6666717529297 -24.66666603088379),New Caledonia
-24.66666603088379,159.5,1,POINT (159.5 -24.66666603088379),New Caledonia
-24.66666603088379,159.4166717529297,1,POINT (159.4166717529297 -24.66666603088379),New Caledonia
-24.58333396911621,159.5833282470703,1,POINT (159.5833282470703 -24.58333396911621),New Caledonia
-24.58333396911621,159.6666717529297,1,POINT (159.6666717529297 -24.58333396911621),New Caledonia
-23.5,168.0833282470703,1,POINT (168.0833282470703 -23.5),New Caledonia
-23.5,168.1666717529297,1,POINT (168.1666717529297 -23.5),New Caledonia
-23.5,168.0,1,POINT (168 -23.5),New Caledonia
-23.41666603088379,168.0,1,POINT (168 -23.41666603088379),New Caledonia
-24.16666603088379,159.25,1,POINT (159.25 -24.16666603088379),New Caledonia
-24.16666603088379,159.5,1,POINT (159.5 -24.16666603088379),New Caledonia
-24.16666603088379,159.5833282470703,1,POINT (159.5833282470703 -24.16666603088379),New Caledonia
-24.08333396911621,159.5833282470703,1,POINT (159.5833282470703 -24.08333396911621),New Caledonia
-24.08333396911621,159.25,1,POINT (159.25 -24.08333396911621),New Caledonia
-24.0,159.25,1,POINT (159.25 -24),New Caledonia
-23.91666603088379,159.25,1,POINT (159.25 -23.91666603088379),New Caledonia
-24.0,159.5833282470703,1,POINT (159.5833282470703 -24),New Caledonia
-23.91666603088379,159.3333282470703,1,POINT (159.3333282470703 -23.91666603088379),New Caledonia
-23.91666603088379,159.4166717529297,1,POINT (159.4166717529297 -23.91666603088379),New Caledonia
-23.91666603088379,159.5833282470703,1,POINT (159.5833282470703 -23.91666603088379),New Caledonia
-23.91666603088379,159.5,1,POINT (159.5 -23.91666603088379),New Caledonia
-23.08333396911621,166.9166717529297,1,POINT (166.9166717529297 -23.08333396911621),New Caledonia
-23.08333396911621,167.0833282470703,1,POINT (167.0833282470703 -23.08333396911621),New Caledonia
-23.08333396911621,167.0,1,POINT (167 -23.08333396911621),New Caledonia
-23.08333396911621,167.1666717529297,1,POINT (167.1666717529297 -23.08333396911621),New Caledonia
-23.0,167.1666717529297,1,POINT (167.1666717529297 -23),New Caledonia
-23.0,166.9166717529297,1,POINT (166.9166717529297 -23),New Caledonia
-23.0,166.8333282470703,1,POINT (166.8333282470703 -23),New Caledonia
-22.91666603088379,166.8333282470703,1,POINT (166.8333282470703 -22.91666603088379),New Caledonia
-22.91666603088379,166.75,1,POINT (166.75 -22.91666603088379),New Caledonia
-22.91666603088379,167.6666717529297,1,POINT (167.6666717529297 -22.91666603088379),New Caledonia
-22.91666603088379,167.5833282470703,1,POINT (167.5833282470703 -22.91666603088379),New Caledonia
-22.83333396911621,167.3333282470703,1,POINT (167.3333282470703 -22.83333396911621),New Caledonia
-22.83333396911621,167.5833282470703,1,POINT (167.5833282470703 -22.83333396911621),New Caledonia
-23.41666603088379,168.1666717529297,1,POINT (168.1666717529297 -23.41666603088379),New Caledonia
-23.33333396911621,168.1666717529297,1,POINT (168.1666717529297 -23.33333396911621),New Caledonia
-23.33333396911621,168.0833282470703,1,POINT (168.0833282470703 -23.33333396911621),New Caledonia
-23.33333396911621,168.0,1,POINT (168 -23.33333396911621),New Caledonia
-22.91666603088379,167.75,1,POINT (167.75 -22.91666603088379),New Caledonia
-22.83333396911621,167.75,1,POINT (167.75 -22.83333396911621),New Caledonia
-22.91666603088379,167.1666717529297,1,POINT (167.1666717529297 -22.91666603088379),New Caledonia
-22.83333396911621,167.25,1,POINT (167.25 -22.83333396911621),New Caledonia
-22.83333396911621,167.1666717529297,1,POINT (167.1666717529297 -22.83333396911621),New Caledonia
-22.75,167.1666717529297,1,POINT (167.1666717529297 -22.75),New Caledonia
-22.83333396911621,167.5,1,POINT (167.5 -22.83333396911621),New Caledonia
-22.83333396911621,167.4166717529297,1,POINT (167.4166717529297 -22.83333396911621),New Caledonia
-22.75,167.6666717529297,1,POINT (167.6666717529297 -22.75),New Caledonia
-22.66666603088379,167.6666717529297,1,POINT (167.6666717529297 -22.66666603088379),New Caledonia
-22.83333396911621,166.75,1,POINT (166.75 -22.83333396911621),New Caledonia
-22.83333396911621,166.5833282470703,1,POINT (166.5833282470703 -22.83333396911621),New Caledonia
-22.83333396911621,166.6666717529297,1,POINT (166.6666717529297 -22.83333396911621),New Caledonia
-22.75,166.5833282470703,1,POINT (166.5833282470703 -22.75),New Caledonia
-22.75,167.0833282470703,1,POINT (167.0833282470703 -22.75),New Caledonia
-22.75,167.25,1,POINT (167.25 -22.75),New Caledonia
-22.58333396911621,167.6666717529297,1,POINT (167.6666717529297 -22.58333396911621),New Caledonia
-22.5,167.5833282470703,1,POINT (167.5833282470703 -22.5),New Caledonia
-22.41666603088379,167.5,1,POINT (167.5 -22.41666603088379),New Caledonia
-22.41666603088379,167.4166717529297,1,POINT (167.4166717529297 -22.41666603088379),New Caledonia
-22.41666603088379,167.5833282470703,1,POINT (167.5833282470703 -22.41666603088379),New Caledonia
-22.41666603088379,167.3333282470703,1,POINT (167.3333282470703 -22.41666603088379),New Caledonia
-22.33333396911621,167.3333282470703,1,POINT (167.3333282470703 -22.33333396911621),New Caledonia
